acct,label,proba
80bd1c28b47357a3d37a01835ebb1bed5edf54e791bd3d6b507091e36e25d279,0,0.06638944
b8c11db05d00b5ac66be10ffee5f6ce6ef9221c733a4bb68502c7494cc99086d,0,0.0007385711
daa05c68b290ac3cc522abad400c5304dffba07baa232cc6dadd1682e923eb7e,0,7.725405e-06
174e26ecc9cee56aaaca855c743a106275c58629740a49475d92ed8b4ad4d26c,0,2.0086298e-05
007cf5c98aa4f9f3e444c9cdaca74d0f7542e9a28042012b49a18c24e758d710,1,0.25588137
3cc3d14ff57d2518c18b0352383979bac4c102ae8902056072f87bdb7df5690a,0,7.126892e-07
fd6da4c149c34652b3e0482bea500e5d65d2f8a05311dd5282ac986c38cf2508,0,0.00019105148
82f43d1cccc8b43a6b863a0220941a537afa96dd39e3fafdbb90ea226467fd4c,0,1.0790389e-05
424d3f81f3e4e03b85598bab52cfee8686d5e1e1df5421400b0e4040155445df,0,0.034790665
e251b40448909fac5ebd54dfe04499bdde8568df4a2103f7fff7b474a3060ac3,1,0.9999994
6c5fe94aeef076e9b39ac08ee3dc616288512b084ce131e0e78da071c3757000,1,0.9999436
940d55eea3715a1be984bfeb5a4eb6097049dae22aa29372d4f23eaaff44aafc,0,0.030476913
d2530c5bae3794a074cbe50fa68518ae59ba877cdcd219eb870b0660498801fa,0,2.1239393e-06
0ade250b3c43db1975fc85e3dc17ed6bdf1c6503a390cabfcac2d090ee625c7d,0,6.432403e-06
e95d3ccc1b93bd73b7f2d763163e6517dbc71ed18e92a8b3a95e539cd10784b8,0,0.00013663656
a93c48783e7d77772c67c0dc38d5fe45d3022ff879c74ccd149b66457ab24423,1,0.9999789
156eb4062c22e3ada40867433aba04f82265f93023816366afa5de7dcecac790,0,5.1392104e-05
b5e5f0711587e2476b1ea07672063243ee93c203703b7dbd30dec7886b92230c,0,0.015228751
f267952a0ce031831a7bba98f9aa4a883c8c349d691397d01e30be0436290b9d,0,0.0007928462
5bc7a3f5771185b8ec6c738a84ddce3f0cef93eca8e718e944330465e3095a4e,1,0.96533614
8ca4d47cd87fc7aadcab97f8bc396ec71d99db444f9ca9fc36241f3610ef989d,0,0.0011424005
1c7a0edfa468ddfe034dd3f6ec590b531dbbbbd7805bbea6c4fbc9dfe9009536,0,0.0003351181
38894ef22b215c6a01d8f6cd893f42cb788aaa3109db08e691d205093947c74c,0,2.396468e-05
0a6740e1cf8a269f24940737cf3927fbe31f2ed09e3039be400e237317ae17ac,0,8.1581464e-05
705edb7ccd02c7ee986819e0a786e93b1e43a99aac83e0eef7da2621349585e6,0,2.0086298e-05
4d9a35a9aaf03cbc896f69ccbc0759a04132883dce27a6dd1bad16b7a0ef6a53,0,0.00040800797
10b730b3c70e5bc97e2884f1e56d98c7c9daa0c715d020805bd814e3298611f0,0,0.0024395115
7c4fabaa0df499ad906f27f23fdc6379cdcf3371af1771bea046850005ff3eb6,1,0.9713572
cbbcc211fd1a9d0c30377915ea40e78f70aa6e06ef9ba4c5712cf5ca79e1f79f,1,0.9999995
e7c92b62ac47c0a259e57550926dbb7a6b10b12a82e7e25539685df9e7d687fb,0,0.08200922
b1d5284ad19b45aca767a4daa2b9d1ef98a6fdbd7c9d3f9ea7bed5dc1d5e64ec,1,0.65478474
12b8fe059d058e7e93ff56dae57d0d45a2162fcc7169ca98120a07a8dfe4df74,0,1.1948572e-06
055fa61872efcebcf561b7d299b97ea2770b76b0dcafc593dd4d2538967624f6,0,0.00045247693
577793a9b442a3aba9c1e5bad27794f4d7454a90af1dbfd9a4c2630caad5e06f,0,3.7493297e-05
4d0913f2561417119889ad0db288eb7eb51c44d32cca5651578aeccb5d2712ce,0,2.0926143e-05
4ce10fd7ecda72c0086c2372f6d9cf172d2e4104eb6e338140a724b485a25fc0,0,3.5324334e-05
23b6be28158ac1125b65bc9cfea42a1401d54295aaa752db9ed057c12b03bba5,0,2.1243153e-05
d1deb7f38ebafd1a12d4d406d24c3850f56fe4605c970d0bdffffb2cc516609c,0,3.8863083e-05
7a15e4fbcdefcb77f8210f6216f8cdce04bd4bf2f11c0919cb58c478566e534b,0,0.2121346
5da6462e77f67a2786cf24ea66b7ca0bf89fb6dea480e34699213a8ed7aa03c8,0,0.17505324
e00d2e6b2d73515c465fd25bb2d2feedba67d9431f65e1c05d3e1fc2d0573405,1,0.99151367
ded096f3dd25d6f0f379197ebd2cf3dc801c0041362e2b846a519945b10a0620,0,0.0017336031
2b93a170649f7c2a1bb52588789a389454c3b28270cf4648ea31699d40695309,1,0.5703607
103a6e6e6f65a24aed128364a3444498bb342cd2592b6f7975a13168c2fe6e6e,0,0.005255151
aa8415ac46125191f2c0df2b7a42ee7b9c17f210e2456aa21f61788e8f957763,0,4.5029436e-05
a22cbce85b32175cf27c722f7082da69d2cf2bec920ce9986816fc2b74a1e5bf,0,1.3759248e-05
3da454abc2490188424f2a7bffc6656bdaafa89b8cf556da82c26ea5a7b5fc91,0,0.24449903
2f41ed5965016045368f40dfc00c0590899b32a408129be45c997a325d1a5861,0,2.7883277e-06
0bb25168b959d82cfeecb5e437f28c1ad6aab2fdc7176283878a6d2645ee1936,1,0.9957628
69918bfcf6117fa131d81be9b6e33757b062815c4a487e7bb6fde85f5a3df4f7,1,0.99414766
e20ee8c20844f180362f06169fdf15a6d2777490b3aab45ef7faabc136327ba7,1,0.9974564
5597d630c8909a34310a86074a735672b7aa708c4b8544dc4706607bb396b899,0,2.016443e-05
854e49117bb4668a22167beb081afbd9b2c9d32695ef3132632f7281b0cf7f63,1,0.9964749
a5bd06cb8cb7963b67588617d8089170feaf504f5032c1d4dc1858f2dd622b9d,0,2.4392334e-06
c8cf295cc0fd9f2a625662b3ec3b387880992a3c5d6b627d2a5004aba9ab1de5,0,0.00016574014
d75c97b0e71e6c16278254c5552ec2dfd77b9eb47783fce14bbfb8b29874ad75,0,0.15915573
e8af77019a85dc95179473afc6bc74b2c257fb80fecaec94c307757a33b4221f,0,0.0023150116
542f915fc2af73b5392f1265858cacb0c8266c3f70703e7204ae64ae5d0c6b10,0,0.0059191943
1f1e6b8de69dc558aadf8596609b1bc6b04a96e102d4eefa50264dd5eb389d60,0,0.14937216
98768fd3b17421b169f33dc3ff57642f878f2fa96029412381e025b8d69143a2,1,0.9741518
e49147a2dc0ceffb3dfd4d69dffaca8c88e459a4a78d618a585d3fe382f031fe,1,0.5703607
64f017da320b90ccb229e1b76c7ed90c8cde82df319ed5d6b80e01211573fd23,1,0.98697644
9124d72fb55bf4b224a66da960394941d63147fcc94041b0fd8b89779d4d0deb,0,4.3262273e-05
4c14e508185fb9b3a0231e4ca7c5113d8d1958c68d147d09d284c1bf0e0191df,0,0.21551421
c250c14acf9e2f2c3d6ae2cc25359280164972fc27702983d284e0624fc5d693,1,0.9841107
fb9ac045b0051f8895840079aeaa6a39564d6f95c4583c704b008bb0373b6a54,0,5.4407687e-05
0d0ccc3457f69e8d6b7a733ebfb65e8ce91a9b89b5ff27cba7111f39272ebc2d,0,5.1392104e-05
8f26e457dcd038c94d38af38ed48641b4e5f2ac84fb44003805cfeb53b8c5def,0,0.0013484829
0f196bf637bc16758309e8be5f67efb8abb4d89aa8b36579e409e0bbaf2c614c,0,3.6344954e-05
b69cb2f99f2479dafa1c5ab02932b932c99c6d1a46d039045e39d7d6ca0c3b32,0,6.241839e-05
87c760447649d4c80aac16cc233ae31be56f3fbe286761842d612137c88b4f16,1,0.9996798
7d930dfa597c0170850ff8e85c53458e4b47cc74a03ce8088a82c73c270f5400,0,2.9066141e-05
bc398d6c236c5c0277b924f0540c46c4ace5f5de1b119245964cffbf77674f80,1,0.8559544
c4a36434c99a9952e19c1ac57d1317dcf183b1165a71dc64c55b39460edd809f,0,2.4498144e-07
c6fec780530da55d0ed8b29515df4c85fddd3f6e83235c96113c1851d2cedbf5,0,0.001131834
569fa55d134a3454b704918328ca2257400ff5d68298469665e5f30e0e071c89,0,0.07612923
0f6d23114b05d82c2b8d1d2384422bf75ae840d854b8ffb76d069cac281fa28d,0,0.0009526187
1472c9a89ac77d7a821484911e678b007da85753ed35f48758a6052b12947243,1,0.2847486
8ecb9850f4a9785f2745f19f90d5babb31cb65fda860b269ea34d0abe57717dd,0,0.0007153092
31d0b8a0e00935ad12bb8b1589ab7f1d49348c5c2630a72cbe50fdefba5832bb,1,0.2556312
0484b2f212b81d630c696d2a242d4362800e994c17472ec234b6226202a6231b,0,7.5700405e-06
097c0dfff49aa60bcf9ad0ebdfa78767e4de38a820476d8f66724812d6180077,0,3.5119574e-05
17eed5e512dca2f44a0f65deda3266fd2370975c003503a0596d182edc6c3269,0,9.4302595e-05
cc426928e760e505ce64e329855a28d05c935ea039b99dc5e54f12f31d10b143,0,0.00039105525
78749b461b4d419297ad82f1d1767f4f3f02662eb1ddd48a8ba56aa3244d53b4,0,1.8049806e-05
68b5cbd216fa10f19e25c69e9cf92a728bde1d32bff88fe800c60d2ccab15651,0,2.0086298e-05
5e3ee9bb0109ccc8a3cc7e14bb5afa7620d97b3ca284bfdf06f4aaaecf620bf6,1,0.9999751
75e898136f98a07340f39ddbbe4b76165d8f5508f09c2c3ee911489c67b8d206,0,3.0457264e-05
0a73b640ca6c08d00828ca1ce6ac7c36d0e4dddda24783ab9a115f48446f3a63,0,5.8293324e-05
c4285af8d6d15bd58cdf982135fb4b02db2977fe7351b77487e8e2a050bf2de7,0,0.003851262
9845077ca6bab5f8577830aa51ade2b199840d928dcc42f64dc82fc3a66ce9db,0,0.1863623
c6c1be23098b5ceff1a4acad6709b63adc3ac727b127556c0a24c03cbec2e369,0,0.00041529894
ea58ea0ef4f2dfaba2668b9f551a55845a9d7872a9b6666c43d3c36b1b67159c,0,5.1392104e-05
4a4459bf20631575c60de1dd6cdc758858dd1756a8f09acb71421569914fcd25,0,2.2709246e-06
3b857efe079c8f7451395f41520c18b25659d58383ecc7062c1dd860fc24e6e1,0,0.00012257788
08cf3fa930d33a932a2ff6824644d5029eff574b1d81731992283ddc88d30c23,0,0.02837729
0d1ae94a08eeda8e31cc45a5b48edcdcf87c2f925d0fba727b8c6abf2d17ada1,0,0.0011043035
249d07f4f915216c08cb37f70ecd5a3e5afdccacfbc40c7ed84c5f30b27b3e36,0,0.00068855984
a67c23b456c48f3e70336bdb9216f3f9e3724a1d7887b07a7f52e75bc0380505,0,0.001283998
81222eff076bcb59303f461053813001fa547d6da07f1280b5a62083ae4921da,1,0.86151093
1483e2e83060e48b2c1b1c627c8accea21ab32478aef9d87baebe05e20833fda,0,0.036900777
ca1c6c39229631f37f7e62630ec57ad93bf651dfbe392104ec673974bf90c6bc,0,4.9315022e-05
3e4446611b8d8c05712750f28a5e92ec73ab9b9fa71f5270506f81661597d89b,0,5.613334e-05
2413622b5d31b7c4332c9e2001649c9d2cfc2b24ea4fb9a08b4f9f0f5950ac02,0,1.977486e-06
a034e790e1de201412e53bd326a1b1175ebbfb3aa5e42c20f30dae83917e0d5d,0,1.4241133e-05
27469572924e49e050efa4f2f0d6144493410fdf05017d3e72a9d4573bdcf7c5,0,2.6387528e-07
fa5ddcfc5701b478440ae87652bccefb19720e189e2e0f139b1e1074cc22f5fb,1,0.46432352
183279c614b1140a6766a76673752fd126ab4bf622da70545e629cfcdef10a75,0,7.8817875e-06
0cc4db34a7d6ec309c322c3975fc19b97d058c6e90e65a4d7f28f8d4b456cbde,0,2.5557201e-05
3c4b3034d78923cc863208e979bb6eaf275acd1faba9aee35320c845d4538a54,0,0.05660734
1e7cbe88b306376b8c99c56dce87772e3c938a07640b0d794289789043e0e7a3,0,0.00045873338
89e31793b237e9aee19a31977e24aa998fb3e466641ee2b466b4545d4d55db66,1,0.86939806
f6343cd666c370cbd60528a3c3bf3ad64ba026fbb0e55eeb996f78933dafa1ad,0,0.014837342
b136aa4e1a860d72d665a7f090617ad1a03418bcafa02af7348caf3d9297662d,0,7.834378e-05
1203a513e312d77db4329b3b49228e27adbb717b3634b700f3a952f10a6cf02f,0,0.00024211487
b7f9e99d5a33f55d16aca3d7e495100a456d869b6713591ea52b1966d860b00d,0,4.9169637e-07
c37ca25a284d5727d68cde36dd453a47ccbfa3f090861a6ff0084ac684a83a97,0,0.00012653791
46df2a8bef0daede6f03032875440a3ca9e8ba9c2c5acce5880afe2e9885141f,0,1.7821777e-07
96c6b31c793e53f29096576ce02ecf8c71a893858e8ebc48044f36cd86f65944,0,7.300514e-06
9ed78a624758ed5bf084c76409912e772b7bd6cbb20417aa0904295d7561966d,1,0.8945591
3265b7572cfcd1afeec91cc27a65520f97508b02644f2aeef5d06ec37d1a58dd,0,0.14273588
cd4709ed1840e923cf0e70cee572f6103d2395be64ccf2860b7ccdc9cb067922,0,2.1575656e-06
1ea2981e2a0cf0f54a2270d6dbb639ae002dfd91fdc6d2e01fe2c39d99271ad0,1,0.993634
2d2124d29f104e842964f190ed783749d9cd382ebcdd30cc03f9b8fe4f537d85,0,0.00017827266
33a407aac89c4643defc395f229fce9f2a79adca14c39184a6a58312c3921976,0,3.828705e-05
91ee46f22b1a07782bd91d53fec7696a39a3f5564bf60ba701c64cbf385a9a1b,1,0.2996067
a1c581c0edc22271e077475ac52f9710b800a03c6fee54d73b760393ab9b6bf5,1,0.9982874
8df22d268ba0aafdb0cab7797811091fc2311b1defdc2ee60b7924867ab458c0,0,8.862214e-06
f43f206d049369e3d48efdf209c6b789fcd24ca0b2676b92b6ac613e0c91608b,0,3.7689533e-06
0d0fb2c1e54c86be1de3b72e0d73d8aa6d0d7aa0b43f3716ac4155f93f17f0f3,0,7.8876605e-05
7cc5df3b8ace8d905a096462131a68a24336ed0249e4d7730597b46f80676004,0,2.888534e-05
f4532aa9282e394c5823ad3a18b93b6005a41e38676ec6a5bcaef782a66651eb,0,4.6552064e-05
03dafdeffd73865d912c39dd86cf603fc5eb5dec14aab5f879fc5711d0fd89af,0,7.4980117e-06
594b653c1b5b006fd0261970eb51c5ad92ca6458d7f5bdb81e500d73f3fc0b48,1,0.6204666
80e9137621434c5f3b478298e18cfbf60b327df9e406b920cb1a5a2ae60ab2c6,0,0.017450938
7113b6e8a3e7ac593a369b3d826a591b1188684df7ec2bbfbcd23abf8877e9fd,0,3.919717e-05
84c36f0e53cccf74fd75f0d64b84ee418f4484e0e500a7f1bd218518152486ca,0,2.6130392e-05
85a3a99050545430fb3227d778bfed7aea6f4fcbc0a503cc898c9a1c6b396ce1,0,0.00011004801
f88805f6d38943441a0d7488f5f1c21ec1a5b4087fe452f6585b658cf04d8a4f,0,0.0005558557
d25752b5b07a19189be9b9cf47b790654670100689a989fa980fef1dddf350e7,0,4.5836234e-05
482d88e7041bdd67b4edb6e7b36394d34a3e56905fd7f26259d23e8752401892,0,0.060723722
6c6433a5e9eb855532b1e57d4ff70decbd581aa69d81e14cf16efdaa25c5b61a,0,0.00096836523
a0afd8151a343aec29bcc609e298d447d54b47e48acf14b87ad33743c85d9b00,0,1.6224782e-05
9a08cc43708efbb3e0e7bdca5b01fb7eb3ef86198d5889db201659232a49e810,1,0.95747596
464f4b50056221a92788c706feb0c7210bfe2980afc387d1f5a5746756fd38e5,1,0.9999963
f5339b12b042b5ab6dd9f4d2e6dfaae73a11613deb179033ae88da76b7e8ddc4,0,0.00058988336
58eb2151ac55cbe4a5d29ef810a067c19b187c104048623df46262a1ff3dd9f6,1,0.9989096
26fefc99bb9574363475d5e41dc9a3f88eb30a42ce0d5766c9b5439bd3f5ca2f,0,0.0020840554
48705a1c221018a3400f6ada4f4edc9c567816954367b0671a9e2971c7f05117,0,7.7636585e-05
79d46824b593daa42f92a2f6b3be452b1bd22bd0a0648e8ab568b9c1e766b2dc,0,4.934951e-07
e711deff21b78d4b3be1bc41cff487818b4253cf6c882a9b404f481702716ae2,0,0.00041111652
0c25f276d7cfee8ed48b48babc91fa13835c638ea6745f4e7a4c6e54cd44b051,0,2.016443e-05
a16dd859b0e689a4727439196e7f74d55962ba06189773e09065e0ab11474829,1,0.74910045
7cf95515b7a3662db919262f974b183ea555e29dedf9e7f5e8f36c7b9613ec2e,1,0.99981517
f100ff608f7d266e5be23a41c0c71200b2598adeb48c30da27061d987afee891,0,2.2693877e-05
7716fc0a5ed12b572e6da5682d86f55f68130f36132ab79901f9e3aecd1a32a0,1,0.3651212
bf5657beff4aec76b96686d8dbedc4d03331a69077b09262fb976fd2a92aca0d,1,0.8677476
40ca2dcea2462f906c6749f27f953e9ee1182298464669d01c9127ef054bd045,1,0.99909556
c8a0beeb63aa1880c6b5ed41f16759cfffa9421ff5c8556f4e24bc2ed838fce6,0,0.0019513718
5826e7c4a33c7f3809fe683209188c173c75c0a818cae670fedf0ba01a69a401,0,7.866536e-07
cb4e977c2c7023d8bb2f9cfd1ae6bf9681fbf6f66ef7aeca9cd9b6bae97e8026,0,0.0001698546
745d542fb0deb1051c7f4d7b6a67ddb00bc171a86de3b604c65deda3350fb9c9,1,0.9916397
c482360bb31059b6c08fd692a50ea308b71991d430ce519ce522ee238a8249da,1,0.27460462
018c38db15a2e4af51e5f17e01357ca4f84c37f41d83314cf28a1162b25c5831,0,4.525725e-07
f9b9c7d98756b18d7cf5642603d70d1ec165b9aeb70e8128cb1289e1fa7ec8fe,0,2.1243153e-05
9ddbe528704d3b6ec3650bf58d6ac1106a888c8e6dc8f27bd8f8487625b36fac,1,0.976649
2ab47b01e74c7a6943c2eaa3c472b887d6d273ac96e204a52be7f71fbd79af5a,0,0.0005748007
30d08c31da0b6371de113f5b6ab2a96be20eee46f777b35c73ab0b2d09fc0e99,0,1.5947324e-05
61baa482f4ba3d802f0253620b3b1e616f1f434f758a97595b07ec569225b6ce,0,0.23185304
11a608bd428a3de9b06f28ce3abb94e766a893c00a36e5bbd501f1d6c0616f12,0,0.00689186
f8188e589b036da5e9f4578e145f7291439e3a069cc681ffe917169b01a8316e,0,0.00013997695
91bcdd7547239d119e1c6fb0e9e9e1af91a9f7735dfc8ccf21f4ddafbbce2a74,0,1.6298569e-05
172ce6061eed9db2b478e53a37f8e1b9741d167f4f1b3ab960e2053700736bbf,0,3.197693e-05
3dc6d1ed5782c955c309160a8aa0da5ae0cf075a6b8ed5359ecd33afa5d6eb8e,0,4.550128e-05
a8ed9d7465a51d543a1b41b5b99a23e01f06f9b72e30acf97f158b413e69fb44,0,0.053966887
461111858c17a5757e89fa3ab29731d5793ed2c533ca07744d62c7018fb6dda1,0,1.0515467e-06
4034b6f0ccdd5218edd463a3f22833024631ea92b009fe193cfc3dfd9510438f,0,3.18674e-05
2e9ac26c051fbce359cd38999dfd95bf2391330d5e8621dd8f1e348628d9a2f8,1,0.9984863
15d57c4c357369933b81e15ab1a8ac0f321dbbabcf4c18fa655ac759029bd007,1,0.99981886
495a8d1d9d53d7df8dbda76830035d60e2889f478ebd35ee61e1ddbdbfe13e1c,0,0.0006038659
083ce9492791a59328b84ed2a9843a861db9a3e7ec27983557d408c1cd1d9ef6,1,0.9569049
67b10f3a4f7b28f3a2238079841c817d199935326597acabb1d8831eb6ac67ed,0,2.5682998e-06
a88e047ff7819ac2b88aed08c077b648ac58f5344670f93494fe50a129f08493,1,0.49290672
6bba4b6ee6439a11f71dd9571bf6c02ce3fd71c97db8ab1de56e004587eb25ef,0,2.1610687e-05
0451ce970e183af68a11f00087d180a1e86caae8cf3966b566135e34235735a7,0,0.0014381497
43959f7a81bc9b2eb4e9f54e94a89cc5d14aafdb6fc67fca53771c9deabb4027,0,0.00014556995
c21f873bc76b03b6e51b4944f6cce7b143379b79d0f7af23b88ddee73928d602,0,0.0019513718
fb10f7d594b9161a28d42813d829207e617ea563353e7fe26d13a59f46218a7a,1,0.99395144
2c5201c6eb28f9a23202a0633bfe434e7112058fecd12fdafd9f94ddcc756e84,0,1.7150954e-06
cdf2500e395001d6eaa1012694f9da1ce8b96416ea50a40e9efe8adf3ae3a82e,0,6.501441e-05
3b0dd30d188c6fe4d5ef5630b253799b90e4c5c1a4451aae5f00f870f6e4913a,0,3.1064745e-05
ad159e99baef04396dac7b8497936769609db5997dd0d0bb4fb510bf0d178a22,0,0.013662207
b120cd11fb163653bfba1c8f48e266f072ce701fe6f7a5985ea3556162c70628,0,3.4041227e-06
2a5a8b0189e93e9337c45f420bb175b982b750e064be9679ec22f7ef5648d053,0,1.1007259e-06
af1e8d4ec748c381c827dda25c25a2fc7093156ce943f80892eff0d737c8c5bc,1,0.99979216
5e412748b255999f6da924a18e31e03a742be78403eed7534b46ffb01c2e6c18,0,0.10705966
12e8c8b91b56929342efbd35a7cac61fccc18107fceb8be5ad68fa07bba46c86,1,0.5715815
6000d650a8164cb979f9c4ba597a1f9e72f3d1a928384d4e94a8917ff76b1332,0,1.22651365e-08
408753c48116c077cfdc29fdc706522cff6e821528f5b1a10107b1e9cec4134f,0,5.1392104e-05
f765d60e9d3b98affc412b6f5b8998bccad5a422d8125f389550d296ec38550d,0,6.051229e-05
5c9133fb630b1325dfa48e07e044d0cd565c6ffc248286de2b3cbfa1835baf30,0,1.2226874e-05
8c0a05b9988e248eee74e4c225f6ef0a879a854fdd5283e82c044fa12e6ffbcc,1,0.9973037
9d1591216aa63f089782694212639ff648ab1fbf25e935e380ef2e7fba996316,0,1.4298521e-06
2a0c8af03099540ffd5505117176ff927858c8d5d6a4459b71a38a15e6c21ed4,0,3.705205e-05
c4fcfe4d4453b16466083a35193fc4983ac526f817d99269fb2fb00a5a8924d9,0,3.1362975e-05
590ca69ee2907220121f800b7dee9943e695497f71780ff220ba32f23d3ef4a5,0,0.15301138
50acaf468d9e014ff1c609b4dbdc7e6686639191a3c5cdd57c4ea7075626bc2d,1,0.9961448
c872cffa4daffc14eb50ae4771ee19034d768ad6ebffd7ff419684c334783766,0,0.03117823
f9b8d7b8d4215a363285f061c17c2139e3fcc86a92f26c4fa5d448031d9646fb,0,2.4015557e-07
3a3710c3e54be636f850bacf359f86d7bdcb1f6cea70af942dbbe25c05a09a99,0,0.07843345
145ee00fb5525791a8cfa62d0d6795ad4904a2447126d9989e60a9a72aeafad8,0,0.0019266026
29ee39363ce633d130b9de84cfafa0cec99aede75160fbffdad45880bcb87118,0,1.1594996e-05
d7627cf3a04e1b33872bad1d7e19ae66e23f0c01674e2f171af8aec4de863b81,0,0.025051193
93b185f6efcd80c3c6cae2503f6d2ac137b041de13439675b5e80aebc13adb2f,0,2.4856949e-05
d0589efbd3e918a23273dabb4ddd4be7f6944eccbd51130970d25a8bb78ab5e8,0,0.00048566598
13f00f7aeeaa85c8a10d1416a1b051103f554159305b6d7776e4d7b9db549dbd,0,0.017439257
34f93a145ba34922c33e6a3691f53c14a0107ddaa2fbc861b9424c3216a7f24a,1,0.31757498
788968722edc7c786589b6696199820e73298be081e5224f4c07436341996f58,0,6.350486e-07
4bae4f7fc02b2ab5d429f221d89d169ac18987f8eed08712009da80915d343f0,0,1.16387555e-05
338c74a5e28f82d48c9bc8dbb7ec2ade8339097419911ee7e59ca6305dfbc2ac,0,0.02997849
5dd91a071677d1ecbb7f2b0cc05d1e482e62cee8430adc069a4dfe8b84c7d042,0,2.1617696e-05
e4b8195902a1853d215ac612f77c6118a828fbaa6fd45aef140cb14a9e93dc90,0,2.7167265e-05
e20b67d4313cb5f2080697ec9b02e0f5b7d1fadd5cf88a70cc03109c5abc83d0,0,0.18347085
